"export-world data (NetLogo 6.4.0)"
"creating_world2.nlogo"
"08/27/2025 21:48:35:780 +0200"

"RANDOM STATE"
"0 0 -1727483681 17 0.0 false -754602664 1822136577 894690639 -925996563 -777865875 1232660762 1971048957 -685990092 236136221 -893595239 -2058291135 1378065083 -1049359955 441525414 1869980824 -1026182768 475012179 134488680 -1218290066 1646663175 -1620708999 -221485830 -1572746448 -1234739497 2128031479 686987382 -1790509588 1310260542 -1012320879 -1401534850 961335536 -356145646 1143693886 1453783174 1974834877 -31348710 -863087374 -1100187652 -1621566701 -314466738 -523899535 -1704627341 1297557857 -1323511976 1181790458 -762904971 -537686758 -1169624310 -1826117758 -1360703747 -1056918332 1588090185 -617193685 -1622450047 -131713814 714864760 -1118415745 -78992197 -127603008 698215234 96305437 -2130848750 1923913484 -53338826 -873420452 -365889576 55021963 -1520342020 1287600373 -2107525007 -1470921519 -1035036165 -1260956828 479641880 -1195135539 -859575848 -1699227420 -879598719 1457202843 -1841995790 -2053735488 -1724105460 763867299 1637175835 -1070633688 194678112 1070214002 -271027196 -115865769 2126427921 1496383072 -2132147567 1423222590 589159588 1399856799 1314165211 1945708458 -258826965 -992081488 -1163732903 -946094180 157542264 930736935 254501816 47219210 -242021828 -461249494 -68067399 1578980209 -125784613 234108568 1769579775 -1360002494 -550869607 542471999 -1278717758 -1455890427 -1911712734 1282969823 -210543836 -1793912526 -1310959418 -1685011868 -1718343478 694874785 691178611 -1710544839 2078765135 751241316 -675060044 -1898591892 2016164387 -182844709 -1284479053 -1394084822 -1955043396 -2095071542 1679832091 -1065981854 719893928 -1015491821 -1614209919 -991960538 1517977859 2046409068 691395225 916766447 1046238946 -400714975 -1161629170 -91138633 -138509167 92377867 800031002 1105903259 -865027791 -1607830610 808726083 718269390 -611041091 221080131 -507270314 2112926709 -1829263593 486946276 -1142076575 246793943 53936956 1704707530 -1757003624 1212353479 -907326296 2138638689 -2023756877 -512201696 -1332797416 -236002708 -1778570861 1216727015 -364571785 -943401580 -1103935141 967244137 603506552 202918457 239846886 662427122 1503459551 -1640581528 332342295 -217243388 -530160278 -1999261527 619707924 1510164346 493776996 1278750690 893757110 1792618378 973887402 -31159929 654695059 -1666587149 1773278213 -418582858 -983484229 -1329395270 -1652362564 1292521839 323278250 753992734 -1939778629 -1734209234 -1906882060 -495748544 -1410939154 -1682411214 230253396 -864197307 317591270 -1752908036 -994871131 358696214 44192674 1601970991 683057692 1462633941 1437028663 1776168497 1160538048 -2043552043 785871286 -1485903823 -1347109779 1701751049 345317162 -80146906 1060206156 -643623460 -1524025576 241192358 907861685 -950942396 1902757267 -2089733753 1079685692 95990770 -470773178 2109418395 282942920 472492736 -1313862884 -405711317 1817285943 170197492 -1514113262 -870681718 -1239873516 -2108940763 2002025249 -1809233391 1622420707 -2047448981 -279165463 -1804982653 963485343 959775 1215197130 -949202766 1403956231 -384838960 -1602434016 -56506539 -1144352095 621857597 -364386854 -87119681 -646245888 2140498778 1732696127 818567757 1923067168 -499477508 876992495 -1068056746 777177228 -1538534910 -752839794 -1729959413 1419232612 679308288 583536745 795964372 996661809 -800712534 -1482203735 1369292656 2145609537 -965763618 1522811084 -788214705 476301986 1088339911 1919087506 -196513899 1443168655 -1869958212 697724850 -1012028904 1464302890 -494589802 1851915156 134413399 -1194673554 1691684230 -1653295336 -378665729 -1578190955 303921415 860397142 -1366345243 1561957346 606444078 -1789760333 -752795637 2011562723 -1392147161 -611608962 1443846807 -55449988 -381138854 1228537459 -261853495 -1663697691 -33061662 1667160083 1940413056 -1695045909 -1021079095 1893197421 2064298844 1099783396 1268998886 2013338534 -2030114976 936705228 2087721049 -1184250185 256611952 -1545068702 -275663101 -474932811 755250604 2066106034 -218818919 -401907518 667929908 469221587 1976380119 643721935 -196290737 -558566881 -361992664 -264383499 2070428852 859794124 570316296 -359737825 -933478454 1018819131 -680470918 1057180542 -1691823702 84283143 -1428124323 926417745 872054039 -1772077739 336056282 100854462 -1721801177 895912949 -1844067048 -612417621 409233267 -509512164 677675669 -164910278 -167322913 -770434253 -1323729119 1135537708 -347043579 61826809 -1411618147 2030222062 805917800 795345285 -1160439705 -1923763224 -1698307619 1477296264 -1272504757 1439065734 -1430312575 1861508278 99967769 -309865596 -1216453110 -1992760249 -1070293632 1151342470 -185092660 777603267 640184577 -1233951931 468305892 -1029006767 1297181771 1824827328 -1442697474 -1646442217 -243749101 -838573661 1617093779 -1683505989 278946266 -1524808064 -288163231 -1158879917 612719869 -1460901934 -1279322409 837088413 530154490 -56272094 -363546016 1340094048 -1813009359 604083074 504086440 1293165797 -1955804172 -2087641949 -1166288673 977281211 1314282526 639475257 96758227 1151313643 -1289217551 -1973535694 -1816099000 -322397204 118988143 -729727760 836236184 -101070791 -1010423610 408755739 -34031381 1992806578 1460108909 1769308475 -1455870534 1394038975 -1154600659 -2119508977 -1724906108 -560913946 -201297952 56302651 -451507660 1179885631 61821327 -1851643703 301436416 809724562 -1365578208 687082577 -1374533928 -1301234813 1492484233 -1728157287 1164176391 637065596 1853405015 1083707682 1004541364 1877320331 709024078 -1001776176 -473281934 -386506479 -907812790 -19784396 -965788796 -1913085914 -208821955 -1333887859 -385571333 -591747868 482951230 1235583095 1599988015 98055343 -1465781528 -1775948479 147775862 864251067 293851048 -603056826 1893432238 -941048523 706441756 1794374467 -1519364937 687702904 -704416336 -1219540115 -287564535 -606676978 -462065911 1754629354 646106203 -2108544718 257826927 920651056 98745084 2049378954 86734630 -222890311 -2080432447 505021972 -1357708844 156443543 -1897856024 26291940 576123804 1584588475 1803903456 -1602757697 -648636063 -900181161 1812441351 1651271224 -886317802 -453191177 -1833470391 -1385197287 -1159590578 104271296 -1559761240 -489211081 -202058685 -210847385 661554916 -639675936 1381955443 1265711924 79432878 2146567155 1757157643 1331023062 -1963812535 -359562405 764036459 -682865873 -1862289054 -1753832068 1908825769 153169278 1203383363 -106833049 1819865699 343748297 2106934365 -2092798113 -354684261 -87992670 -996715809 -22768005 -1246729277 889188607 1333151922 -816856286 -578956352 1821548544 2536539 1452415192 2102355534 -1319199494 779079645 1831788053 173991819 524476247 -369765933 -726084872 649612114 -972204244 -192050050 577679581 -1745876852 -956052944 -922804684 -519882027 71683175 -114608738 -884001895 -102642561 159257625 -93773872 1990484090 -1649457537 1421819853 2062390987 859165209 711528010 93900225 -1841492280 993242869 944462469 1126410355 1502315204"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks"
"-6","6","-6","6","0","nobody","0","""NEITHER""","0"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","pellet-grid?"
"-6","6","105","""""","9.9","false"
"-5","6","105","""""","9.9","false"
"-4","6","105","""""","9.9","false"
"-3","6","105","""""","9.9","false"
"-2","6","105","""""","9.9","false"
"-1","6","105","""""","9.9","false"
"0","6","105","""""","9.9","false"
"1","6","105","""""","9.9","false"
"2","6","105","""""","9.9","false"
"3","6","105","""""","9.9","false"
"4","6","105","""""","9.9","false"
"5","6","105","""""","9.9","false"
"6","6","105","""""","9.9","false"
"-6","5","105","""""","9.9","false"
"-5","5","9.9","""""","9.9","true"
"-4","5","9.9","""""","9.9","true"
"-3","5","9.9","""""","9.9","true"
"-2","5","105","""""","9.9","false"
"-1","5","9.9","""""","9.9","true"
"0","5","9.9","""""","9.9","true"
"1","5","9.9","""""","9.9","true"
"2","5","105","""""","9.9","false"
"3","5","9.9","""""","9.9","true"
"4","5","9.9","""""","9.9","true"
"5","5","9.9","""""","9.9","true"
"6","5","105","""""","9.9","false"
"-6","4","105","""""","9.9","false"
"-5","4","9.9","""""","9.9","true"
"-4","4","105","""""","9.9","false"
"-3","4","9.9","""""","9.9","true"
"-2","4","9.9","""""","9.9","true"
"-1","4","9.9","""""","9.9","true"
"0","4","105","""""","9.9","false"
"1","4","9.9","""""","9.9","true"
"2","4","9.9","""""","9.9","true"
"3","4","9.9","""""","9.9","true"
"4","4","105","""""","9.9","false"
"5","4","9.9","""""","9.9","true"
"6","4","105","""""","9.9","false"
"-6","3","105","""""","9.9","false"
"-5","3","9.9","""""","9.9","true"
"-4","3","105","""""","9.9","false"
"-3","3","9.9","""""","9.9","true"
"-2","3","105","""""","9.9","false"
"-1","3","105","""""","9.9","false"
"0","3","105","""""","9.9","false"
"1","3","105","""""","9.9","false"
"2","3","105","""""","9.9","false"
"3","3","9.9","""""","9.9","true"
"4","3","105","""""","9.9","false"
"5","3","9.9","""""","9.9","true"
"6","3","105","""""","9.9","false"
"-6","2","105","""""","9.9","false"
"-5","2","9.9","""""","9.9","true"
"-4","2","9.9","""""","9.9","true"
"-3","2","9.9","""""","9.9","true"
"-2","2","0","""""","9.9","false"
"-1","2","0","""""","9.9","false"
"0","2","0","""""","9.9","false"
"1","2","0","""""","9.9","false"
"2","2","0","""""","9.9","false"
"3","2","9.9","""""","9.9","true"
"4","2","9.9","""""","9.9","true"
"5","2","9.9","""""","9.9","true"
"6","2","105","""""","9.9","false"
"-6","1","105","""""","9.9","false"
"-5","1","105","""""","9.9","false"
"-4","1","105","""""","9.9","false"
"-3","1","9.9","""""","9.9","true"
"-2","1","105","""""","9.9","false"
"-1","1","105","""""","9.9","false"
"0","1","5","""""","9.9","false"
"1","1","105","""""","9.9","false"
"2","1","105","""""","9.9","false"
"3","1","9.9","""""","9.9","true"
"4","1","105","""""","9.9","false"
"5","1","105","""""","9.9","false"
"6","1","105","""""","9.9","false"
"-6","0","0","""""","9.9","false"
"-5","0","0","""""","9.9","false"
"-4","0","0","""""","9.9","false"
"-3","0","9.9","""""","9.9","true"
"-2","0","105","""""","9.9","false"
"-1","0","0","""""","9.9","false"
"0","0","0","""""","9.9","false"
"1","0","0","""""","9.9","false"
"2","0","105","""""","9.9","false"
"3","0","9.9","""""","9.9","true"
"4","0","0","""""","9.9","false"
"5","0","0","""""","9.9","false"
"6","0","0","""""","9.9","false"
"-6","-1","105","""""","9.9","false"
"-5","-1","105","""""","9.9","false"
"-4","-1","105","""""","9.9","false"
"-3","-1","9.9","""""","9.9","true"
"-2","-1","105","""""","9.9","false"
"-1","-1","105","""""","9.9","false"
"0","-1","105","""""","9.9","false"
"1","-1","105","""""","9.9","false"
"2","-1","105","""""","9.9","false"
"3","-1","9.9","""""","9.9","true"
"4","-1","105","""""","9.9","false"
"5","-1","105","""""","9.9","false"
"6","-1","105","""""","9.9","false"
"-6","-2","105","""""","9.9","false"
"-5","-2","105","""""","9.9","false"
"-4","-2","105","""""","9.9","false"
"-3","-2","9.9","""""","9.9","true"
"-2","-2","0","""""","9.9","false"
"-1","-2","0","""""","9.9","false"
"0","-2","0","""""","9.9","false"
"1","-2","0","""""","9.9","false"
"2","-2","0","""""","9.9","false"
"3","-2","9.9","""""","9.9","true"
"4","-2","105","""""","9.9","false"
"5","-2","105","""""","9.9","false"
"6","-2","105","""""","9.9","false"
"-6","-3","105","""""","9.9","false"
"-5","-3","9.9","""""","9.9","true"
"-4","-3","9.9","""""","9.9","true"
"-3","-3","9.9","""""","9.9","true"
"-2","-3","105","""""","9.9","false"
"-1","-3","105","""""","9.9","false"
"0","-3","105","""""","9.9","false"
"1","-3","105","""""","9.9","false"
"2","-3","105","""""","9.9","false"
"3","-3","9.9","""""","9.9","true"
"4","-3","9.9","""""","9.9","true"
"5","-3","9.9","""""","9.9","true"
"6","-3","105","""""","9.9","false"
"-6","-4","105","""""","9.9","false"
"-5","-4","9.9","""""","9.9","true"
"-4","-4","105","""""","9.9","false"
"-3","-4","9.9","""""","9.9","true"
"-2","-4","9.9","""""","9.9","true"
"-1","-4","9.9","""""","9.9","true"
"0","-4","105","""""","9.9","false"
"1","-4","9.9","""""","9.9","true"
"2","-4","9.9","""""","9.9","true"
"3","-4","9.9","""""","9.9","true"
"4","-4","105","""""","9.9","false"
"5","-4","9.9","""""","9.9","true"
"6","-4","105","""""","9.9","false"
"-6","-5","105","""""","9.9","false"
"-5","-5","9.9","""""","9.9","true"
"-4","-5","9.9","""""","9.9","true"
"-3","-5","9.9","""""","9.9","true"
"-2","-5","105","""""","9.9","false"
"-1","-5","9.9","""""","9.9","true"
"0","-5","9.9","""""","9.9","true"
"1","-5","9.9","""""","9.9","true"
"2","-5","105","""""","9.9","false"
"3","-5","9.9","""""","9.9","true"
"4","-5","9.9","""""","9.9","true"
"5","-5","9.9","""""","9.9","true"
"6","-5","105","""""","9.9","false"
"-6","-6","105","""""","9.9","false"
"-5","-6","105","""""","9.9","false"
"-4","-6","105","""""","9.9","false"
"-3","-6","105","""""","9.9","false"
"-2","-6","105","""""","9.9","false"
"-1","-6","105","""""","9.9","false"
"0","-6","105","""""","9.9","false"
"1","-6","105","""""","9.9","false"
"2","-6","105","""""","9.9","false"
"3","-6","105","""""","9.9","false"
"4","-6","105","""""","9.9","false"
"5","-6","105","""""","9.9","false"
"6","-6","105","""""","9.9","false"

"LINKS"
"end1","end2","color","label","label-color","hidden?","breed","thickness","shape","tie-mode"


"PLOTS"
""
"EXTENSIONS"

